id_voo,id_funcionario,funcao_no_voo
13822,380,Comissário Chefe
2071,439,Comandante
2071,316,Comissário Chefe
13848,3,Comandante
13848,433,Comissário Chefe
11279,670,Comandante
11279,694,Comissário Chefe
8972,619,Comandante
8972,347,Comissário Chefe
16795,53,Comandante
16795,585,Comissário Chefe
15038,84,Comandante
15038,554,Comissário Chefe
14459,68,Comandante
14459,336,Comissário Chefe
9000,438,Comandante
9000,168,Comissário Chefe
17796,145,Comandante
17796,585,Comissário Chefe
9499,2,Comandante
9499,512,Comissário Chefe
4640,327,Comandante
4640,305,Comissário Chefe
1892,148,Comandante
1892,497,Comissário Chefe
14981,321,Comandante
14981,343,Comissário Chefe
14498,312,Comandante
14498,291,Comissário Chefe
11194,468,Comandante
11194,539,Comissário Chefe
16742,591,Comandante
16742,753,Comissário Chefe
6653,265,Comandante
6653,98,Comissário Chefe
12750,409,Comandante
12750,324,Comissário Chefe
853,522,Comandante
853,707,Comissário Chefe
5690,3,Comandante
5690,448,Comissário Chefe
7985,144,Comandante
7985,483,Comissário Chefe
5554,594,Comandante
5554,251,Comissário Chefe
2041,362,Comandante
2041,599,Comissário Chefe
13994,766,Comandante
13994,680,Comissário Chefe
14959,701,Comandante
14959,324,Comissário Chefe
8931,472,Comandante
8931,230,Comissário Chefe
13552,654,Comandante
13552,264,Comissário Chefe
4641,582,Comandante
4641,168,Comissário Chefe
5240,52,Comandante
5240,763,Comissário Chefe
16347,778,Comandante
16347,74,Comissário Chefe
15036,311,Comandante
15036,542,Comissário Chefe
1911,491,Comandante
1911,213,Comissário Chefe
2310,664,Comandante
2310,245,Comissário Chefe
15493,265,Comandante
15493,464,Comissário Chefe
14011,186,Comandante
14011,166,Comissário Chefe
2765,310,Comandante
2765,433,Comissário Chefe
2228,765,Comandante
2228,483,Comissário Chefe
1053,268,Comandante
1053,761,Comissário Chefe
1409,265,Comandante
1409,481,Comissário Chefe
4705,188,Comandante
4705,363,Comissário Chefe
6652,157,Comandante
6652,463,Comissário Chefe
4691,315,Comandante
4691,651,Comissário Chefe
11193,52,Comandante
11193,443,Comissário Chefe
15311,714,Comandante
15311,514,Comissário Chefe
16149,516,Comandante
16149,716,Comissário Chefe
5666,458,Comandante
5666,542,Comissário Chefe
5349,557,Comandante
5349,497,Comissário Chefe
7703,552,Comandante
7703,730,Comissário Chefe
16817,681,Comandante
16817,363,Comissário Chefe
6275,280,Comandante
6275,410,Comissário Chefe
398,237,Comandante
398,147,Comissário Chefe
17879,610,Comandante
17879,518,Comissário Chefe
4002,32,Comandante
4002,565,Comissário Chefe
612,13,Comandante
612,443,Comissário Chefe
6135,436,Comandante
6135,476,Comissário Chefe
10887,670,Comandante
10887,793,Comissário Chefe
8661,627,Comandante
8661,518,Comissário Chefe
1445,611,Comandante
1445,117,Comissário Chefe
15522,394,Comandante
15522,378,Comissário Chefe
15540,312,Comandante
15540,132,Comissário Chefe
15383,436,Comandante
15383,599,Comissário Chefe
10412,111,Comandante
10412,251,Comissário Chefe
13023,175,Comandante
13023,579,Comissário Chefe
3216,538,Comandante
3216,761,Comissário Chefe
11268,2,Comandante
11268,89,Comissário Chefe
4534,580,Comandante
4534,460,Comissário Chefe
7534,677,Comandante
7534,213,Comissário Chefe
808,321,Comandante
808,632,Comissário Chefe
528,197,Comandante
528,707,Comissário Chefe
14534,582,Comandante
14534,781,Comissário Chefe
8597,743,Comandante
8597,736,Comissário Chefe
15099,2,Comandante
15099,406,Comissário Chefe
16137,646,Comandante
16137,497,Comissário Chefe
6992,274,Comandante
6992,308,Comissário Chefe
10742,315,Comandante
10742,638,Comissário Chefe
14950,333,Comandante
14950,196,Comissário Chefe
16905,92,Comandante
16905,693,Comissário Chefe
7342,646,Comandante
7342,448,Comissário Chefe
11632,525,Comandante
11632,459,Comissário Chefe
848,111,Comandante
848,486,Comissário Chefe
7309,424,Comandante
7309,313,Comissário Chefe
8109,274,Comandante
8109,241,Comissário Chefe
13071,748,Comandante
13071,493,Comissário Chefe
14702,601,Comandante
14702,37,Comissário Chefe
9077,77,Comandante
9077,693,Comissário Chefe
2801,594,Comandante
2801,656,Comissário Chefe
14607,446,Comandante
14607,264,Comissário Chefe
7210,658,Comandante
7210,151,Comissário Chefe
6633,750,Comandante
6633,796,Comissário Chefe
5060,182,Comandante
5060,574,Comissário Chefe
6378,472,Comandante
6378,130,Comissário Chefe
15926,158,Comandante
15926,518,Comissário Chefe
15348,377,Comandante
15348,771,Comissário Chefe
12097,274,Comandante
12097,82,Comissário Chefe
11808,617,Comandante
11808,80,Comissário Chefe
623,765,Comandante
623,264,Comissário Chefe
11698,13,Comandante
11698,363,Comissário Chefe
11611,525,Comandante
11611,319,Comissário Chefe
15969,611,Comandante
15969,771,Comissário Chefe
7034,362,Comandante
7034,160,Comissário Chefe
4933,6,Comandante
4933,589,Comissário Chefe
6847,299,Comandante
6847,621,Comissário Chefe
11424,646,Comandante
11424,509,Comissário Chefe
8011,538,Comandante
8011,390,Comissário Chefe
3253,232,Comandante
3253,251,Comissário Chefe
13869,438,Comandante
13869,754,Comissário Chefe
3351,748,Comandante
3351,797,Comissário Chefe
1188,99,Comandante
1188,455,Comissário Chefe
1379,11,Comandante
1379,745,Comissário Chefe
6126,216,Comandante
6126,229,Comissário Chefe
10650,743,Comandante
10650,343,Comissário Chefe
16656,409,Comandante
16656,378,Comissário Chefe
15004,269,Comandante
15004,128,Comissário Chefe
13828,273,Comandante
13828,721,Comissário Chefe
11990,212,Comandante
11990,671,Comissário Chefe
17679,13,Comandante
17679,382,Comissário Chefe
5314,393,Comandante
5314,700,Comissário Chefe
3635,111,Comandante
3635,100,Comissário Chefe
1480,327,Comandante
1480,319,Comissário Chefe
4472,541,Comandante
4472,585,Comissário Chefe
17520,582,Comandante
17520,240,Comissário Chefe
6448,668,Comandante
6448,129,Comissário Chefe
7842,616,Comandante
7842,305,Comissário Chefe
8188,280,Comandante
8188,305,Comissário Chefe
17753,180,Comandante
17753,57,Comissário Chefe
7754,764,Comandante
7754,508,Comissário Chefe
2726,140,Comandante
2726,493,Comissário Chefe
3985,188,Comandante
3985,572,Comissário Chefe
4958,161,Comandante
4958,433,Comissário Chefe
15657,180,Comandante
15657,732,Comissário Chefe
15230,681,Comandante
15230,680,Comissário Chefe
16126,191,Comandante
16126,650,Comissário Chefe
4057,549,Comandante
4057,638,Comissário Chefe
8256,327,Comandante
8256,16,Comissário Chefe
141,786,Comandante
141,193,Comissário Chefe
116,394,Comandante
116,338,Comissário Chefe
17008,522,Comandante
17008,298,Comissário Chefe
17237,490,Comandante
17237,342,Comissário Chefe
16266,394,Comandante
16266,675,Comissário Chefe
14303,247,Comandante
14303,74,Comissário Chefe
12596,50,Comandante
12596,317,Comissário Chefe
8171,299,Comandante
8171,565,Comissário Chefe
9512,549,Comandante
9512,243,Comissário Chefe
4447,377,Comandante
4447,375,Comissário Chefe
1470,619,Comandante
1470,768,Comissário Chefe
15624,610,Comandante
15624,478,Comissário Chefe
14127,310,Comandante
14127,112,Comissário Chefe
11963,149,Comandante
11963,463,Comissário Chefe
2697,232,Comandante
2697,482,Comissário Chefe
993,161,Comandante
993,407,Comissário Chefe
11248,490,Comandante
11248,462,Comissário Chefe
3697,681,Comandante
3697,406,Comissário Chefe
16567,626,Comandante
16567,382,Comissário Chefe
17553,533,Comandante
17553,508,Comissário Chefe
5576,55,Comandante
5576,451,Comissário Chefe
12925,533,Comandante
12925,390,Comissário Chefe
14110,387,Comandante
14110,539,Comissário Chefe
7656,765,Comandante
7656,359,Comissário Chefe
9586,345,Comandante
9586,331,Comissário Chefe
11182,289,Comandante
11182,637,Comissário Chefe
13039,237,Comandante
13039,678,Comissário Chefe
13685,439,Comandante
13685,567,Comissário Chefe
17270,439,Comandante
17270,336,Comissário Chefe
2680,432,Comandante
2680,291,Comissário Chefe
555,199,Comandante
555,502,Comissário Chefe
4843,109,Comandante
4843,344,Comissário Chefe
1751,321,Comandante
1751,245,Comissário Chefe
870,658,Comandante
870,410,Comissário Chefe
17314,345,Comandante
17314,255,Comissário Chefe
55,549,Comandante
55,767,Comissário Chefe
16601,321,Comandante
16601,656,Comissário Chefe
14406,515,Comandante
14406,514,Comissário Chefe
1093,798,Comandante
1093,147,Comissário Chefe
15421,175,Comandante
15421,71,Comissário Chefe
6131,616,Comandante
6131,679,Comissário Chefe
651,409,Comandante
651,721,Comissário Chefe
70,515,Comandante
70,258,Comissário Chefe
15738,144,Comandante
15738,8,Comissário Chefe
14254,180,Comandante
14254,518,Comissário Chefe
3190,2,Comandante
3190,796,Comissário Chefe
15898,714,Comandante
15898,382,Comissário Chefe
17268,586,Comandante
17268,65,Comissário Chefe
4513,272,Comandante
4513,390,Comissário Chefe
9469,549,Comandante
9469,754,Comissário Chefe
66,182,Comandante
66,537,Comissário Chefe
269,580,Comandante
269,248,Comissário Chefe
10524,658,Comandante
10524,715,Comissário Chefe
1580,424,Comandante
1580,511,Comissário Chefe
1544,522,Comandante
1544,596,Comissário Chefe
15076,163,Comandante
15076,117,Comissário Chefe
4675,148,Comandante
4675,720,Comissário Chefe
6186,109,Comandante
6186,209,Comissário Chefe
10296,299,Comandante
10296,696,Comissário Chefe
2753,387,Comandante
2753,576,Comissário Chefe
11648,619,Comandante
11648,692,Comissário Chefe
6093,591,Comandante
6093,581,Comissário Chefe
11781,157,Comandante
11781,93,Comissário Chefe
16234,614,Comandante
16234,700,Comissário Chefe
9366,186,Comandante
9366,245,Comissário Chefe
12967,197,Comandante
12967,56,Comissário Chefe
1781,188,Comandante
1781,599,Comissário Chefe
9071,275,Comandante
9071,695,Comissário Chefe
9324,140,Comandante
9324,779,Comissário Chefe
8783,232,Comandante
8783,251,Comissário Chefe
14766,658,Comandante
14766,343,Comissário Chefe
1114,436,Comandante
1114,742,Comissário Chefe
2688,714,Comandante
2688,88,Comissário Chefe
9278,798,Comandante
9278,309,Comissário Chefe
14900,140,Comandante
14900,486,Comissário Chefe
17049,384,Comandante
17049,324,Comissário Chefe
7775,699,Comandante
7775,390,Comissário Chefe
11389,568,Comandante
11389,455,Comissário Chefe
12153,84,Comandante
12153,97,Comissário Chefe
12026,766,Comandante
12026,73,Comissário Chefe
13397,699,Comandante
13397,512,Comissário Chefe
3623,2,Comandante
3623,508,Comissário Chefe
16945,714,Comandante
16945,245,Comissário Chefe
5891,180,Comandante
5891,12,Comissário Chefe
15167,601,Comandante
15167,383,Comissário Chefe
385,766,Comandante
385,349,Comissário Chefe
4682,186,Comandante
4682,716,Comissário Chefe
10174,188,Comandante
10174,335,Comissário Chefe
2771,472,Comandante
2771,128,Comissário Chefe
16740,557,Comandante
16740,223,Comissário Chefe
6265,446,Comandante
6265,606,Comissário Chefe
595,534,Comandante
595,282,Comissário Chefe
10367,413,Comandante
10367,487,Comissário Chefe
1553,457,Comandante
1553,489,Comissário Chefe
15789,610,Comandante
15789,246,Comissário Chefe
6514,345,Comandante
6514,219,Comissário Chefe
7627,507,Comandante
7627,697,Comissário Chefe
5110,175,Comandante
5110,213,Comissário Chefe
9445,333,Comandante
9445,355,Comissário Chefe
16193,526,Comandante
16193,170,Comissário Chefe
13611,178,Comandante
13611,139,Comissário Chefe
16475,77,Comandante
16475,574,Comissário Chefe
11458,432,Comandante
11458,508,Comissário Chefe
13738,536,Comandante
13738,151,Comissário Chefe
171,677,Comandante
171,693,Comissário Chefe
7748,536,Comandante
7748,447,Comissário Chefe
16839,626,Comandante
16839,296,Comissário Chefe
12665,149,Comandante
12665,258,Comissário Chefe
14733,158,Comandante
14733,251,Comissário Chefe
7660,764,Comandante
7660,651,Comissário Chefe
4293,416,Comandante
4293,662,Comissário Chefe
7292,186,Comandante
7292,131,Comissário Chefe
13425,163,Comandante
13425,243,Comissário Chefe
7434,55,Comandante
7434,262,Comissário Chefe
2578,109,Comandante
2578,442,Comissário Chefe
13710,157,Comandante
13710,753,Comissário Chefe
8016,458,Comandante
8016,483,Comissário Chefe
15549,404,Comandante
15549,488,Comissário Chefe
1711,157,Comandante
1711,444,Comissário Chefe
11367,699,Comandante
11367,407,Comissário Chefe
8177,681,Comandante
8177,461,Comissário Chefe
6224,394,Comandante
6224,550,Comissário Chefe
129,714,Comandante
129,313,Comissário Chefe
4711,657,Comandante
4711,485,Comissário Chefe
255,424,Comandante
255,238,Comissário Chefe
16139,199,Comandante
16139,581,Comissário Chefe
14634,404,Comandante
14634,388,Comissário Chefe
63,468,Comandante
63,356,Comissário Chefe
3520,377,Comandante
3520,154,Comissário Chefe
4935,446,Comandante
4935,48,Comissário Chefe
8974,658,Comandante
8974,692,Comissário Chefe
6057,310,Comandante
6057,508,Comissário Chefe
12473,533,Comandante
12473,347,Comissário Chefe
16671,77,Comandante
16671,793,Comissário Chefe
17736,252,Comandante
17736,76,Comissário Chefe
11827,586,Comandante
11827,128,Comissário Chefe
2586,345,Comandante
2586,481,Comissário Chefe
9067,6,Comandante
9067,369,Comissário Chefe
10166,798,Comandante
10166,781,Comissário Chefe
4252,216,Comandante
4252,542,Comissário Chefe
3069,614,Comandante
3069,585,Comissário Chefe
1708,216,Comandante
1708,359,Comissário Chefe
14571,394,Comandante
14571,598,Comissário Chefe
13261,178,Comandante
13261,255,Comissário Chefe
4598,505,Comandante
4598,392,Comissário Chefe
6988,268,Comandante
6988,165,Comissário Chefe
17135,699,Comandante
17135,103,Comissário Chefe
17213,327,Comandante
17213,779,Comissário Chefe
17721,247,Comandante
17721,570,Comissário Chefe
1755,394,Comandante
1755,694,Comissário Chefe
383,582,Comandante
383,800,Comissário Chefe
2338,629,Comandante
2338,678,Comissário Chefe
6267,311,Comandante
6267,338,Comissário Chefe
5214,538,Comandante
5214,100,Comissário Chefe
3336,289,Comandante
3336,514,Comissário Chefe
5023,413,Comandante
5023,326,Comissário Chefe
5882,750,Comandante
5882,551,Comissário Chefe
2296,681,Comandante
2296,758,Comissário Chefe
12159,659,Comandante
12159,589,Comissário Chefe
8190,521,Comandante
8190,630,Comissário Chefe
13445,475,Comandante
13445,74,Comissário Chefe
10052,32,Comandante
10052,355,Comissário Chefe
11823,6,Comandante
11823,567,Comissário Chefe
5267,627,Comandante
5267,797,Comissário Chefe
14212,490,Comandante
14212,19,Comissário Chefe
7686,619,Comandante
7686,606,Comissário Chefe
8574,175,Comandante
8574,662,Comissário Chefe
12459,468,Comandante
12459,282,Comissário Chefe
9970,197,Comandante
9970,196,Comissário Chefe
11965,272,Comandante
11965,620,Comissário Chefe
162,629,Comandante
162,537,Comissário Chefe
4914,586,Comandante
4914,356,Comissário Chefe
16150,446,Comandante
16150,550,Comissário Chefe
9047,629,Comandante
9047,326,Comissário Chefe
3289,766,Comandante
3289,425,Comissário Chefe
9221,216,Comandante
9221,250,Comissário Chefe
8232,53,Comandante
8232,296,Comissário Chefe
1275,13,Comandante
1275,183,Comissário Chefe
7265,299,Comandante
7265,168,Comissário Chefe
10405,172,Comandante
10405,391,Comissário Chefe
10216,281,Comandante
10216,375,Comissário Chefe
14390,32,Comandante
14390,695,Comissário Chefe
11540,533,Comandante
11540,717,Comissário Chefe
4031,616,Comandante
4031,471,Comissário Chefe
3843,416,Comandante
3843,378,Comissário Chefe
4865,618,Comandante
4865,9,Comissário Chefe
3207,186,Comandante
3207,378,Comissário Chefe
5923,619,Comandante
5923,12,Comissário Chefe
15328,64,Comandante
15328,33,Comissário Chefe
569,275,Comandante
569,716,Comissário Chefe
8887,580,Comandante
8887,537,Comissário Chefe
17424,568,Comandante
17424,676,Comissário Chefe
413,490,Comandante
413,635,Comissário Chefe
17070,681,Comandante
17070,381,Comissário Chefe
1697,472,Comandante
1697,676,Comissário Chefe
13260,714,Comandante
13260,562,Comissário Chefe
13030,430,Comandante
13030,425,Comissário Chefe
1932,315,Comandante
1932,459,Comissário Chefe
2510,158,Comandante
2510,44,Comissário Chefe
3803,436,Comandante
3803,36,Comissário Chefe
5884,668,Comandante
5884,380,Comissário Chefe
1578,263,Comandante
1578,262,Comissário Chefe
16664,216,Comandante
16664,779,Comissário Chefe
9409,191,Comandante
9409,255,Comissário Chefe
3395,216,Comandante
3395,318,Comissário Chefe
2779,552,Comandante
2779,460,Comissário Chefe
5683,534,Comandante
5683,170,Comissário Chefe
2606,180,Comandante
2606,449,Comissário Chefe
9253,681,Comandante
9253,359,Comissário Chefe
6910,149,Comandante
6910,581,Comissário Chefe
10959,377,Comandante
10959,489,Comissário Chefe
1048,199,Comandante
1048,179,Comissário Chefe
14953,111,Comandante
14953,781,Comissário Chefe
8078,53,Comandante
8078,363,Comissário Chefe
15865,557,Comandante
15865,130,Comissário Chefe
4308,552,Comandante
4308,143,Comissário Chefe
10095,178,Comandante
10095,796,Comissário Chefe
10141,438,Comandante
10141,14,Comissário Chefe
8843,263,Comandante
8843,250,Comissário Chefe
16420,2,Comandante
16420,304,Comissário Chefe
13542,29,Comandante
13542,719,Comissário Chefe
6631,153,Comandante
6631,391,Comissário Chefe
7545,265,Comandante
7545,241,Comissário Chefe
5744,397,Comandante
5744,348,Comissário Chefe
10514,743,Comandante
10514,599,Comissário Chefe
1115,68,Comandante
1115,454,Comissário Chefe
3036,281,Comandante
3036,489,Comissário Chefe
17597,366,Comandante
17597,518,Comissário Chefe
13440,578,Comandante
